"";"BSBG01";"percentile";"dvar";"groupvar";"refgroup";"compgroup";"val";"val_se";"cval";"cval_se";"valdiff";"valdiff_se";"valdiff_t";"weight";"method";"jk2type";"shortcut";"date";"time";"reps";"npv";"selcrit"
"11";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"France";345,700792;8,18791297536278;369,349342;5,86554663860361;23,64855;10,0720681223743;2,34793388137106;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"12";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Georgia";345,700792;8,18791297536278;347,447312;5,56090737650287;1,74652000000001;9,89775781387675;0,176456126007789;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"13";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Palestinian National Authority";345,700792;8,18791297536278;281,643022;4,44556680884047;-64,05777;9,31691918736973;-6,87542402287212;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"14";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Hong Kong, SAR";345,700792;8,18791297536278;445,464122;9,87677229284264;99,76333;12,8293627985484;7,77617186188606;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"15";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Hungary";345,700792;8,18791297536278;377,00969;9,25962089505503;31,308898;12,3605217532374;2,53297543785317;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"16";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Iran, Islamic Republic of";345,700792;8,18791297536278;310,500892;6,92921916025639;-35,1999;10,7264158535355;-3,28160873871003;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"17";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Ireland";345,700792;8,18791297536278;408,373984;6,62933067701605;62,673192;10,5351765109722;5,94894560472974;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"18";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Israel";345,700792;8,18791297536278;355,062384;6,23225493217633;9,361592;10,2899426835989;0,909780772143795;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"19";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Italy";345,700792;8,18791297536278;384,308012;5,18594588165205;38,60722;9,69205621008969;3,98338795846116;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"20";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Ivory Coast";345,700792;8,18791297536278;165,052908;3,99017963214365;-180,647884;9,10842754754564;-19,833048356264;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"21";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Japan";345,700792;8,18791297536278;482,454556;4,81888159823896;136,753764;9,50071253906571;14,3940534394327;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"22";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Kazakhstan";345,700792;8,18791297536278;336,549158;5,17164687865618;-9,151634;9,68441275089143;-0,94498595169414;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"23";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Jordan";345,700792;8,18791297536278;285,385244;5,27718654863992;-60,315548;9,74118148692756;-6,19181031386614;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"24";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Korea, Republic of";345,700792;8,18791297536278;469,028606;7,98665625695419;123,327814;11,4380329191194;10,7822573052618;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"25";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Kuwait";345,700792;8,18791297536278;288,801784;5,79964206272817;-56,899008;10,0338311201594;-5,67071613211444;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"26";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Lithuania";345,700792;8,18791297536278;393,40644;5,04625055413418;47,705648;9,61803324735435;4,9600211158682;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"27";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Malaysia";345,700792;8,18791297536278;307,438092;4,36732908354111;-38,2627;9,27984279048187;-4,12320562577259;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"28";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Malta";345,700792;8,18791297536278;377,812592;4,52795314844069;32,1118;9,35650995866451;3,43202755534537;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"29";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Morocco";345,700792;8,18791297536278;281,906734;4,73974252137772;-63,794058;9,46081804396799;-6,74297483616374;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"30";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Oman";345,700792;8,18791297536278;307,530674;5,13832215669627;-38,170118;9,66665782357636;-3,94863650877406;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"31";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"New Zealand";345,700792;8,18791297536278;356,262118;7,23659910812353;10,561326;10,9275013403709;0,966490478567307;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"32";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Norway";345,700792;8,18791297536278;394,942662;4,44600800363136;49,24187;9,31712971147597;5,28509010015697;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"33";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Portugal";345,700792;8,18791297536278;362,693596;5,19999370355061;16,992804;9,69958006354297;1,75191130839463;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"34";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Qatar";345,700792;8,18791297536278;321,781944;6,44968559204604;-23,918848;10,4230687961061;-2,29479901436856;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"35";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Romania";345,700792;8,18791297536278;362,50775;11,1482418528331;16,806958;13,8320358335776;1,21507478741493;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
"36";"Girl";10;"BSMMAT0";"IDCNTRY";"Azerbaijan, Republic of";"Saudi Arabia";345,700792;8,18791297536278;298,067072;5,1584592966073;-47,63372;9,67737677301388;-4,92217272482667;"TOTWGT";"JRR";"FULL";"N";"04-MAR-26";"13h28m";250;5;"NONE"
